epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,13573.8,0.8516,0.42752,0.79672,0.93104,0.80825,0.88856,0.66271,0.77157,0.37212,0.7925,0.00307,0.00307,0.00307
72,13814.8,0.85296,0.42661,0.79674,0.93197,0.80788,0.88873,0.66309,0.7713,0.3717,0.79242,0.002971,0.002971,0.002971
73,14049.6,0.8486,0.42137,0.79775,0.93124,0.80857,0.88873,0.66277,0.77114,0.37138,0.79242,0.002872,0.002872,0.002872
74,14281.7,0.84511,0.41947,0.79792,0.9319,0.80819,0.88853,0.66316,0.77097,0.3708,0.79235,0.002773,0.002773,0.002773
75,14518.6,0.83999,0.41701,0.79579,0.93097,0.80898,0.88869,0.66357,0.77036,0.3708,0.79225,0.002674,0.002674,0.002674
76,14753.4,0.84376,0.41669,0.79667,0.93203,0.80808,0.88861,0.66308,0.77003,0.37097,0.79223,0.002575,0.002575,0.002575
77,14991.4,0.83851,0.41515,0.79631,0.93238,0.80867,0.88914,0.66402,0.76988,0.37016,0.79209,0.002476,0.002476,0.002476
78,15233.2,0.84013,0.41552,0.79406,0.93244,0.80873,0.88933,0.66418,0.76954,0.36966,0.79205,0.002377,0.002377,0.002377
79,15474.5,0.83547,0.41375,0.7956,0.93274,0.80898,0.88938,0.66432,0.76914,0.36957,0.79193,0.002278,0.002278,0.002278
80,15711.5,0.83191,0.40974,0.7957,0.93248,0.80881,0.88956,0.66467,0.76869,0.36913,0.7919,0.002179,0.002179,0.002179
81,15947.1,0.83147,0.4086,0.79524,0.93344,0.80857,0.88956,0.66442,0.76844,0.36852,0.79185,0.00208,0.00208,0.00208
82,16185.5,0.82934,0.40651,0.79412,0.93344,0.80889,0.88967,0.66485,0.76787,0.36819,0.79175,0.001981,0.001981,0.001981
83,16420.6,0.82819,0.4047,0.7943,0.9341,0.80865,0.88974,0.66475,0.76786,0.36802,0.7917,0.001882,0.001882,0.001882
84,16656.4,0.82519,0.40409,0.7947,0.9341,0.80842,0.8897,0.66527,0.76741,0.36765,0.79161,0.001783,0.001783,0.001783
85,16893.6,0.81891,0.40229,0.79393,0.93607,0.80783,0.89017,0.66528,0.76707,0.36756,0.79154,0.001684,0.001684,0.001684
86,17130.6,0.81848,0.40048,0.79343,0.93491,0.80873,0.89046,0.66609,0.76706,0.3672,0.79147,0.001585,0.001585,0.001585
87,17366.5,0.81785,0.39894,0.794,0.93477,0.80911,0.89043,0.66618,0.7666,0.36669,0.79136,0.001486,0.001486,0.001486
88,17599.8,0.81231,0.39412,0.79383,0.93505,0.80943,0.8909,0.66605,0.76654,0.36653,0.79133,0.001387,0.001387,0.001387
89,17834.1,0.81301,0.39676,0.79231,0.93544,0.80946,0.891,0.66659,0.7665,0.36646,0.79125,0.001288,0.001288,0.001288
90,18070,0.80716,0.39076,0.79327,0.93567,0.80951,0.89123,0.66704,0.76607,0.36602,0.79119,0.001189,0.001189,0.001189
91,18302.8,0.79122,0.38598,0.79358,0.9361,0.80935,0.89132,0.66718,0.76585,0.36613,0.79112,0.00109,0.00109,0.00109
92,18541.6,0.79163,0.37964,0.79488,0.93637,0.80949,0.89146,0.66758,0.76611,0.36561,0.79106,0.000991,0.000991,0.000991
93,18780.8,0.77983,0.37559,0.79515,0.93682,0.81003,0.89167,0.66782,0.76556,0.36569,0.79099,0.000892,0.000892,0.000892
94,19018.4,0.77707,0.37274,0.79326,0.93666,0.81011,0.8918,0.66816,0.76521,0.36518,0.79097,0.000793,0.000793,0.000793
95,19252,0.77423,0.37072,0.79401,0.93679,0.81052,0.8922,0.66874,0.76503,0.36484,0.79087,0.000694,0.000694,0.000694
96,19485.2,0.77188,0.36778,0.79336,0.93774,0.8102,0.89246,0.66886,0.76494,0.36436,0.79079,0.000595,0.000595,0.000595
97,19716.4,0.76283,0.36366,0.79293,0.93732,0.81043,0.8928,0.66932,0.76474,0.36398,0.79073,0.000496,0.000496,0.000496
98,19965.9,0.75983,0.36016,0.79221,0.93793,0.81033,0.89299,0.66981,0.76486,0.36376,0.79065,0.000397,0.000397,0.000397
99,20207.7,0.75953,0.35808,0.79277,0.93888,0.81017,0.89333,0.66972,0.76425,0.3634,0.79063,0.000298,0.000298,0.000298
100,20443.8,0.75689,0.3567,0.79104,0.93781,0.81114,0.8935,0.67033,0.76425,0.36291,0.79056,0.000199,0.000199,0.000199
